lda_score_MIN,from_IP,to_IP
0.006718735,10.1.0.76,172.30.2.94
0.006718984,10.0.0.14,172.20.1.28
0.006719166,10.0.0.8,172.30.1.162
0.006719166,10.0.0.12,172.30.1.162
0.006719288,10.0.0.6,172.30.1.195
0.006719302,10.0.0.8,172.20.1.79
0.006719526,10.0.0.10,172.30.1.32
0.006719548,10.0.0.10,172.30.2.54
0.006719572,10.1.0.75,172.30.2.61
0.006719572,10.0.0.5,172.30.2.61
0.006719604,10.0.0.11,172.30.1.69
0.006719617,10.1.0.76,172.30.2.74
0.006719673,10.0.0.9,172.30.2.75
0.006719673,10.0.0.5,172.30.2.75
0.006719678,10.0.0.6,172.30.2.116
0.0067198,10.0.0.7,172.30.1.167
0.006719819,10.0.0.8,172.20.1.97
0.00671985,10.0.0.10,172.20.1.77
0.006719876,10.0.0.8,172.30.2.83
0.006719922,10.0.0.11,172.20.1.80
0.006720003,10.0.0.14,172.20.1.83
0.006720006,10.0.0.8,172.30.2.110
0.006720034,10.0.0.7,172.20.1.12
0.006720034,10.0.0.5,172.20.1.12
0.006720061,10.0.0.7,172.20.1.11
0.00672011,10.0.0.8,172.30.2.95
0.00672011,10.1.0.76,172.30.2.95
0.006720171,10.0.0.11,172.30.2.85
0.006720236,10.1.0.76,172.30.2.140
0.006720266,10.0.0.5,172.20.1.10
0.006720266,10.0.0.10,172.20.1.10
0.00672042,10.0.0.9,172.30.2.63
0.00672044,10.0.0.5,172.30.2.68
0.006720455,10.0.0.7,172.30.2.84
0.006720462,10.0.0.8,172.30.2.86
0.006720462,10.0.0.9,172.30.2.86
0.006720493,10.0.0.11,172.30.2.118
0.006720493,10.0.0.10,172.30.2.118
0.0067205,10.0.0.10,172.30.1.124
0.00672065,10.0.0.6,172.30.2.49
0.006720653,10.0.0.13,172.20.1.89
0.006720661,10.0.0.6,172.30.2.70
0.006720661,10.0.0.5,172.30.2.70
0.006720669,10.0.0.13,172.30.1.140
0.006720685,10.0.0.9,172.30.1.194
0.006720685,10.0.0.11,172.30.1.194
0.00672069,10.0.0.14,172.30.2.114
0.00672069,10.1.0.75,172.30.2.114
0.006720692,10.0.0.6,172.30.1.146
0.006720694,10.1.0.75,172.30.2.129
0.006720703,10.0.0.13,172.30.1.143
0.006720738,10.1.0.76,172.30.2.123
0.006720759,10.0.0.10,172.30.2.136
0.006720803,10.0.0.9,172.30.2.64
0.006720824,10.0.0.6,172.30.2.105
0.006720824,10.1.0.76,172.30.2.105
0.006720838,10.0.0.10,172.20.1.17
0.006720869,10.0.0.13,172.30.1.193
0.006720871,10.0.0.14,172.30.1.59
0.006721021,10.0.0.7,172.20.1.53
0.006721046,10.0.0.6,172.30.2.115
0.006721046,10.0.0.8,172.30.2.115
0.006721046,10.0.0.5,172.30.2.115
0.006721104,10.1.0.76,172.30.2.132
0.006721104,10.0.0.11,172.30.2.132
0.006721104,10.0.0.6,172.30.2.132
0.006721168,10.0.0.9,172.30.1.128
0.006721168,10.0.0.5,172.30.1.128
0.006721218,10.0.0.12,172.30.1.145
0.006721239,10.0.0.7,172.30.1.137
0.006721244,10.0.0.9,172.20.1.86
0.006721255,10.0.0.8,172.20.1.58
0.006721269,10.0.0.14,172.20.1.66
0.006721313,10.0.0.5,172.30.1.191
0.006721362,10.0.0.9,172.30.2.113
0.006721439,10.0.0.6,172.30.2.130
0.006721439,10.0.0.8,172.30.2.130
0.006721533,10.0.0.12,172.30.1.104
0.006721558,10.1.0.76,172.30.2.73
0.006721558,10.0.0.12,172.30.2.73
0.006721576,10.0.0.14,172.30.2.58
0.006721577,10.0.0.14,172.30.1.192
0.00672158,10.0.0.6,172.20.1.15
0.006721589,10.0.0.7,172.30.1.103
0.006721589,10.0.0.5,172.30.1.103
0.006721648,10.0.0.14,172.30.2.144
0.006721648,10.0.0.10,172.30.2.144
0.006721648,10.0.0.11,172.30.2.144
0.006721654,10.0.0.8,172.30.1.122
0.006721672,10.0.0.10,172.20.1.50
0.006721676,10.0.0.14,172.30.2.133
0.006721676,10.0.0.7,172.30.2.133
0.006721676,10.0.0.5,172.30.2.133
0.006721692,10.1.0.76,172.30.2.67
0.006721692,10.1.0.75,172.30.2.67
0.006721692,10.0.0.9,172.30.2.67
0.006721815,10.0.0.5,172.20.1.68
0.006721835,10.0.0.5,172.30.2.142
0.006721859,10.0.0.5,172.20.1.71
0.006721903,10.0.0.10,172.30.2.97
0.006721909,10.0.0.13,172.20.1.37
0.006721909,10.0.0.14,172.20.1.37
0.006721935,10.0.0.9,172.30.2.127
0.006721936,10.0.0.5,172.30.1.148
0.006721953,10.0.0.5,172.30.2.137
0.00672198,10.0.0.7,172.30.2.107
0.00672198,10.1.0.75,172.30.2.107
0.006722001,10.1.0.76,172.30.2.141
0.006722001,10.0.0.10,172.30.2.141
0.006722001,10.0.0.5,172.30.2.141
0.006722023,10.0.0.12,172.30.2.138
0.00672203,10.0.0.13,172.30.1.198
0.00672203,10.0.0.9,172.30.1.198
0.006722039,10.0.0.12,172.30.1.109
0.00672215,10.0.0.10,172.30.1.158
0.006722153,10.0.0.14,172.20.1.74
0.006722228,10.1.0.100,172.10.1.22
0.006722232,10.0.0.13,172.30.1.86
0.006722253,10.0.0.7,172.20.1.43
0.006722284,10.0.0.14,172.30.1.45
0.006722291,10.0.0.6,172.30.1.179
0.006722314,10.0.0.10,172.30.2.57
0.006722314,10.0.0.6,172.30.2.57
0.006722325,10.0.0.11,172.30.2.126
0.006722325,10.1.0.75,172.30.2.126
0.006722337,10.0.0.10,172.30.1.29
0.006722348,10.0.0.8,172.30.2.87
0.006722348,10.0.0.6,172.30.2.87
0.006722348,10.0.0.7,172.30.2.87
0.006722423,10.0.0.11,172.30.2.111
0.006722483,10.0.0.6,172.30.2.51
0.00672249,10.0.0.8,172.20.1.34
0.006722493,10.0.0.5,172.30.1.171
0.006722493,10.0.0.12,172.30.1.171
0.006722506,10.0.0.11,172.20.1.75
0.006722553,10.0.0.12,172.20.1.31
0.006722587,10.0.0.13,172.30.1.126
0.006722587,10.0.0.11,172.30.1.126
0.00672259,10.0.0.9,172.30.1.100
0.006722603,10.0.0.6,172.20.1.60
0.006722638,10.0.0.14,172.30.2.89
0.006722645,10.0.0.7,172.10.1.51
0.006722769,10.0.0.8,172.30.1.111
0.006722781,10.0.0.9,172.20.1.56
0.006722781,10.0.0.8,172.20.1.56
0.006722781,10.0.0.6,172.20.1.56
0.006722803,10.0.0.7,172.30.1.118
0.006722847,10.0.0.13,172.30.2.145
0.006722862,10.0.0.7,172.30.2.48
0.006722896,10.0.0.11,172.30.2.117
0.00672292,10.0.0.6,172.30.1.35
0.006722934,10.0.0.5,172.30.2.146
0.006722934,10.1.0.76,172.30.2.146
0.006722934,10.0.0.12,172.30.2.146
0.006722934,10.0.0.13,172.30.2.146
0.006722935,10.0.0.9,172.30.1.165
0.006722992,10.0.0.12,172.30.2.88
0.006723057,10.0.0.6,172.30.1.178
0.006723084,10.0.0.7,172.30.1.189
0.006723133,10.0.0.10,172.20.1.32
0.00672314,10.0.0.11,172.30.1.153
0.006723209,10.0.0.6,172.30.1.197
0.00672327,10.0.0.14,172.20.2.63
0.006723285,10.0.0.6,172.20.1.54
0.006723285,10.0.0.11,172.20.1.54
0.006723315,10.1.0.75,172.30.1.90
0.006723327,10.0.0.14,172.30.1.115
0.006723344,10.0.0.14,172.20.1.82
0.006723392,10.0.0.9,172.30.1.151
0.006723539,10.0.0.8,172.20.1.33
0.006723571,10.0.0.11,172.30.1.108
0.006723581,10.0.0.5,172.30.1.25
0.00672376,10.0.0.14,172.20.1.39
0.00672376,10.0.0.11,172.20.1.39
0.006723928,10.0.0.10,172.30.1.47
0.006724081,10.0.0.7,172.30.1.106
0.006724229,10.0.0.11,172.30.2.91
0.006724353,10.0.0.5,172.30.2.120
0.006724353,10.0.0.9,172.30.2.120
0.006724595,10.0.0.5,172.30.1.152
0.006725123,10.0.0.12,172.30.1.160
0.006726621,10.0.0.10,172.20.1.208
0.006727612,10.1.0.77,172.10.1.143
0.006727922,10.0.0.11,172.20.1.210
0.006728404,10.0.0.6,172.20.1.251
0.009070212,10.0.0.5,172.20.1.161
0.009070212,10.0.0.13,172.20.1.161
0.009070212,10.0.0.8,172.20.1.161
0.009073014,10.0.0.7,172.20.1.135
0.009073014,10.0.0.8,172.20.1.135
0.009073869,10.0.0.6,172.20.1.106
0.009074636,10.0.0.7,172.20.1.150
0.00907483,10.0.0.8,172.20.1.108
0.009075016,10.0.0.7,172.20.1.131
0.009075154,10.0.0.10,172.30.1.143
0.009075308,10.0.0.13,172.30.1.132
0.009075339,10.0.0.5,172.20.1.117
0.00907546,10.0.0.10,172.20.1.182
0.009075565,10.0.0.5,172.20.1.141
0.009075569,10.0.0.9,172.30.1.164
0.009075635,10.0.0.5,172.20.1.184
0.00907564,10.0.0.11,172.20.1.200
0.00907576,10.0.0.9,172.20.1.170
0.009075906,10.0.0.11,172.20.1.155
0.009076152,10.0.0.7,172.20.1.187
0.009076197,10.0.0.12,172.20.1.109
0.009076227,10.0.0.6,172.20.1.115
0.009076227,10.0.0.8,172.20.1.115
0.009076431,10.0.0.13,172.30.1.174
0.009076582,10.0.0.6,172.20.1.103
0.00907683,10.0.0.13,172.20.1.133
0.009076841,10.0.0.5,172.30.1.120
0.009076892,10.0.0.11,172.20.1.172
0.009076905,10.0.0.10,172.20.1.189
0.009076991,10.0.0.13,172.20.1.129
0.009077021,10.0.0.7,172.10.2.11
0.00907709,10.0.0.12,172.20.1.68
0.009077111,10.0.0.10,172.20.1.127
0.009077243,10.0.0.9,172.30.1.148
0.009077264,10.0.0.12,172.20.1.125
0.009077333,10.0.0.7,172.10.2.30
0.009077345,10.0.0.14,172.30.1.133
0.009077484,10.0.0.9,172.20.1.174
0.009077489,10.0.0.13,172.20.1.181
0.009077694,10.0.0.12,172.20.1.118
0.009077921,10.0.0.14,172.20.1.128
0.009077936,10.0.0.8,172.10.2.36
0.009077958,10.0.0.12,172.30.1.157
0.009077964,10.0.0.6,172.10.1.12
0.009078059,10.0.0.11,172.20.1.105
0.009078084,10.0.0.6,172.20.1.192
0.009078192,10.0.0.12,172.10.2.46
0.009078425,10.0.0.14,172.20.1.199
0.009078538,10.0.0.7,172.20.1.152
0.009078538,10.0.0.13,172.20.1.152
0.009078684,10.0.0.7,172.10.2.37
0.009078684,10.1.0.75,172.10.2.37
0.009078704,10.0.0.12,172.20.1.119
0.009078754,10.0.0.14,172.10.2.43
0.009078865,10.0.0.5,172.30.1.107
0.009078954,10.0.0.10,172.20.1.197
0.009078979,10.1.0.75,172.10.2.2
0.009079223,10.0.0.9,172.20.1.137
0.009079236,10.0.0.8,172.30.1.184
0.009079308,10.0.0.7,172.30.1.175
0.00907939,10.0.0.6,172.20.1.176
0.00907939,10.0.0.13,172.20.1.176
0.009079596,10.0.0.5,172.10.2.18
0.009079618,10.0.0.10,172.20.1.143
0.009079725,10.0.0.10,172.20.2.45
0.009079786,10.0.0.6,172.10.2.35
0.009079867,10.0.0.5,172.20.1.193
0.009079946,10.1.0.75,172.10.2.6
0.009079947,10.0.0.8,172.30.1.172
0.009080424,10.0.0.11,172.10.2.31
0.009080424,10.1.0.77,172.10.2.31
0.009080479,10.0.0.5,172.10.2.109
0.009080652,10.0.0.7,172.20.1.175
0.009080652,10.0.0.8,172.20.1.175
0.009080672,10.0.0.5,172.10.2.38
0.009080672,10.0.0.8,172.10.2.38
0.009080782,10.0.0.8,172.20.1.146
0.009080816,10.0.0.8,172.10.2.9
0.009081078,10.0.0.8,172.20.1.177
0.009081078,10.0.0.12,172.20.1.177
0.00908114,10.0.0.11,172.10.1.222
0.009081252,10.0.0.14,172.10.1.249
0.009081361,10.0.0.6,172.30.1.152
0.00908173,10.0.0.8,172.20.1.168
0.00908173,10.0.0.6,172.20.1.168
0.00908176,10.0.0.11,172.20.2.39
0.00908197,10.0.0.9,172.20.2.24
0.009082635,10.0.0.10,172.20.2.9
0.009082737,10.0.0.12,172.20.2.44
0.009083364,10.0.0.13,172.10.1.205
0.009083495,10.0.0.14,172.10.1.240
0.00908368,10.0.0.11,172.10.1.246
0.009083993,10.0.0.12,172.10.1.210
0.009084092,10.1.0.75,172.10.1.119
0.009084092,10.1.0.76,172.10.1.119
0.009084092,10.0.0.6,172.10.1.119
0.009084092,10.0.0.14,172.10.1.119
0.009084186,10.0.0.11,172.10.1.147
0.009084456,10.0.0.12,172.10.1.216
0.009084596,10.1.0.77,172.10.1.103
0.009084596,10.0.0.14,172.10.1.103
0.009084699,10.1.0.76,172.10.1.167
0.009084699,10.0.0.9,172.10.1.167
0.009084699,10.1.0.77,172.10.1.167
0.009084699,10.0.0.7,172.10.1.167
0.009084746,10.0.0.5,172.30.2.6
0.009084814,10.0.0.7,172.10.1.179
0.00908483,10.0.0.12,172.30.2.1
0.009084863,10.0.0.11,172.10.1.105
0.009084863,10.0.0.10,172.10.1.105
0.009084963,10.0.0.5,172.10.1.215
0.009085121,10.1.0.77,172.10.1.142
0.009085223,10.0.0.7,172.10.1.231
0.009085257,10.0.0.12,172.10.1.114
0.009085275,10.0.0.11,172.10.1.159
0.009085275,10.0.0.7,172.10.1.159
0.00908533,10.0.0.12,172.10.1.176
0.00908533,10.1.0.75,172.10.1.176
0.00908533,10.0.0.9,172.10.1.176
0.00908533,10.1.0.76,172.10.1.176
0.00908533,10.0.0.6,172.10.1.176
0.009085352,10.0.0.11,172.10.1.140
0.00908537,10.0.0.9,172.10.1.133
0.009085416,10.0.0.12,172.10.1.146
0.009085416,10.0.0.5,172.10.1.146
0.009085416,10.1.0.75,172.10.1.146
0.009085416,10.0.0.13,172.10.1.146
0.009085445,10.1.0.77,172.10.1.127
0.009085494,10.0.0.7,172.10.1.158
0.009085494,10.0.0.9,172.10.1.158
0.009085494,10.0.0.8,172.10.1.158
0.009085494,10.0.0.5,172.10.1.158
0.009085508,10.0.0.10,172.10.1.161
0.009085508,10.0.0.6,172.10.1.161
0.009085508,10.1.0.77,172.10.1.161
0.009085512,10.1.0.75,172.10.1.124
0.009085512,10.0.0.13,172.10.1.124
0.009085604,10.0.0.6,172.10.1.237
0.009085634,10.0.0.7,172.10.1.164
0.009085634,10.0.0.11,172.10.1.164
0.009085649,10.0.0.8,172.10.1.125
0.009085649,10.0.0.13,172.10.1.125
0.009085655,10.0.0.14,172.10.1.101
0.009085655,10.0.0.13,172.10.1.101
0.009085655,10.1.0.100,172.10.1.101
0.009085674,10.0.0.8,172.10.1.234
0.009085695,10.1.0.75,172.10.1.132
0.009085695,10.1.0.77,172.10.1.132
0.009085695,10.0.0.11,172.10.1.132
0.009085723,10.0.0.5,172.10.1.180
0.009085774,10.1.0.100,172.10.1.148
0.009085774,10.0.0.9,172.10.1.148
0.009085774,10.0.0.14,172.10.1.148
0.00908581,10.1.0.76,172.10.1.134
0.00908581,10.1.0.75,172.10.1.134
0.009085813,10.0.0.5,172.30.2.10
0.009085826,10.0.0.6,172.30.2.30
0.009085892,10.0.0.6,172.10.1.187
0.009085947,10.0.0.6,172.10.1.171
0.009085947,10.0.0.14,172.10.1.171
0.009086016,10.0.0.11,172.10.1.143
0.009086016,10.1.0.75,172.10.1.143
0.009086039,10.1.0.76,172.10.1.117
0.009086071,10.1.0.100,172.10.1.177
0.009086075,10.0.0.13,172.10.1.122
0.009086075,10.0.0.9,172.10.1.122
0.009086075,10.1.0.100,172.10.1.122
0.009086075,10.0.0.11,172.10.1.122
0.009086178,10.0.0.12,172.10.1.160
0.009086178,10.0.0.14,172.10.1.160
0.009086179,10.0.0.11,172.10.1.115
0.009086191,10.1.0.75,172.10.1.155
0.009086191,10.0.0.14,172.10.1.155
0.009086191,10.0.0.8,172.10.1.155
0.009086219,10.0.0.7,172.10.1.111
0.009086222,10.1.0.76,172.10.1.184
0.009086256,10.0.0.10,172.10.1.181
0.009086256,10.0.0.14,172.10.1.181
0.009086256,10.1.0.75,172.10.1.181
0.009086283,10.1.0.77,172.10.1.138
0.009086379,10.0.0.12,172.10.1.150
0.009086379,10.1.0.100,172.10.1.150
0.009086399,10.0.0.9,172.10.1.126
0.009086399,10.0.0.10,172.10.1.126
0.009086456,10.0.0.11,172.10.1.189
0.009086514,10.0.0.14,172.10.1.136
0.009086519,10.1.0.75,172.10.1.112
0.009086615,10.0.0.13,172.10.1.193
0.009086615,10.0.0.5,172.10.1.193
0.009086635,10.1.0.75,172.10.1.144
0.009086643,10.0.0.5,172.10.1.104
0.009086665,10.0.0.9,172.10.1.196
0.009086745,10.1.0.100,172.10.1.107
0.009086745,10.0.0.9,172.10.1.107
0.009086775,10.0.0.13,172.10.1.116
0.009086775,10.0.0.8,172.10.1.116
0.009086775,10.1.0.75,172.10.1.116
0.009086785,10.0.0.14,172.10.1.182
0.009086785,10.0.0.11,172.10.1.182
0.009086816,10.0.0.11,172.10.1.183
0.009086816,10.0.0.9,172.10.1.183
0.009086889,10.0.0.9,172.10.1.178
0.00908689,10.0.0.12,172.10.1.163
0.009086894,10.1.0.75,172.10.1.106
0.009086896,10.0.0.5,172.10.1.129
0.009086902,10.0.0.13,172.10.1.139
0.00908692,10.0.0.13,172.10.1.149
0.009086952,10.0.0.11,172.10.1.130
0.009086952,10.1.0.76,172.10.1.130
0.009086952,10.0.0.9,172.10.1.130
0.009086978,10.0.0.12,172.10.1.109
0.009086978,10.1.0.100,172.10.1.109
0.009086978,10.0.0.7,172.10.1.109
0.009086984,10.0.0.8,172.30.2.11
0.00908705,10.1.0.100,172.10.1.200
0.009087077,10.0.0.10,172.10.1.145
0.009087161,10.1.0.77,172.10.1.170
0.009087161,10.1.0.100,172.10.1.170
0.009087246,10.0.0.9,172.10.1.118
0.009087291,10.0.0.9,172.30.2.2
0.009087375,10.0.0.7,172.10.1.166
0.009087375,10.1.0.100,172.10.1.166
0.009087375,10.0.0.12,172.10.1.166
0.009087375,10.0.0.11,172.10.1.166
0.009087583,10.0.0.13,172.10.1.128
0.00908768,10.0.0.10,172.10.1.191
0.009087709,10.0.0.6,172.10.1.188
0.009087709,10.1.0.100,172.10.1.185
0.009087833,10.1.0.77,172.10.1.198
0.009087833,10.0.0.11,172.10.1.198
0.009087878,10.0.0.12,172.10.1.186
0.00908789,10.0.0.10,172.10.1.174
0.009087951,10.0.0.10,172.10.1.175
0.009087956,10.1.0.75,172.10.1.168
0.009088461,10.0.0.10,172.30.2.37
0.009089238,10.0.0.10,172.30.2.39
0.010504106,172.30.1.22,239.255.255.250
0.012172371,10.0.0.13,172.10.2.89
0.012172371,10.0.0.5,172.10.2.89
0.012173803,10.0.0.9,172.20.1.153
0.012173998,10.0.0.13,172.20.2.50
0.012175244,10.0.0.5,172.20.1.114
0.0121758,10.0.0.14,172.10.1.19
0.012175941,10.0.0.12,172.10.1.18
0.012176414,10.0.0.14,172.10.1.3
0.012176414,10.0.0.8,172.10.1.3
0.012176452,10.0.0.14,172.10.1.15
0.012176519,10.0.0.12,172.10.1.10
0.012176606,10.0.0.12,172.10.1.13
0.012176719,10.1.0.100,172.10.1.17
0.012176764,10.0.0.12,172.10.1.63
0.012176764,10.0.0.10,172.10.1.63
0.012176842,10.0.0.14,172.30.2.95
0.01217689,10.1.0.75,172.10.1.5
0.01217689,10.0.0.12,172.10.1.5
0.01217689,10.0.0.8,172.10.1.5
0.01217689,10.0.0.13,172.10.1.5
0.012176975,10.0.0.10,172.10.1.16
0.012176975,10.1.0.75,172.10.1.16
0.012177057,10.0.0.6,172.10.1.66
0.012177123,10.0.0.12,172.20.1.108
0.012177131,10.1.0.100,172.10.1.4
0.012177131,10.0.0.10,172.10.1.4
0.012177131,10.0.0.7,172.10.1.4
0.012177131,10.1.0.77,172.10.1.4
0.012177431,10.1.0.100,172.10.1.14
0.012177472,10.1.0.100,172.10.1.8
0.012177475,10.0.0.11,172.30.1.16
0.012177676,10.0.0.7,172.10.1.67
0.012177676,10.0.0.8,172.10.1.7
0.012177795,10.0.0.14,172.10.1.64
0.01217791,10.0.0.8,172.30.1.14
0.012178095,10.1.0.76,172.10.1.68
0.012178095,10.0.0.9,172.10.1.68
0.012178174,10.0.0.10,172.10.1.74
0.012178401,10.0.0.13,172.10.1.62
0.012178504,10.0.0.7,172.10.1.70
0.012178721,10.0.0.5,172.10.2.20
0.01217879,10.0.0.6,172.20.1.109
0.012178922,10.0.0.6,172.10.1.61
0.012178922,10.1.0.77,172.10.1.61
0.012179004,10.0.0.9,172.10.1.41
0.012179031,10.1.0.77,172.10.1.76
0.01217905,10.0.0.7,172.20.2.137
0.012179142,10.0.0.11,172.10.1.100
0.012179142,10.0.0.6,172.10.1.100
0.012179173,10.1.0.75,172.10.1.47
0.012179204,10.0.0.5,172.10.1.45
0.012179204,10.0.0.7,172.10.1.45
0.012179292,10.1.0.75,172.10.1.44
0.012179448,10.1.0.76,172.10.1.72
0.012179568,10.0.0.10,172.10.1.42
0.012179568,10.0.0.13,172.10.1.42
0.012179568,10.0.0.7,172.10.1.42
0.01217966,10.0.0.5,172.10.1.1
0.01217966,10.0.0.12,172.10.1.1
0.01217968,10.0.0.5,172.20.1.189
0.012179767,10.1.0.100,172.10.1.73
0.012179767,10.0.0.12,172.10.1.73
0.012179772,10.1.0.76,172.10.1.71
0.012179772,10.0.0.11,172.10.1.71
0.012179819,10.0.0.9,172.10.1.43
0.012179819,10.1.0.76,172.10.1.43
0.012179837,10.0.0.10,172.20.1.134
0.012179887,10.0.0.10,172.10.1.79
0.012180157,10.0.0.10,172.20.2.140
0.012180194,10.0.0.5,172.10.1.20
0.012180194,10.0.0.13,172.10.1.20
0.012180194,10.0.0.14,172.10.1.20
0.012180385,10.0.0.6,172.20.1.181
0.012180406,10.0.0.7,172.10.1.23
0.012180406,10.0.0.5,172.10.1.23
0.012180406,10.0.0.11,172.10.1.23
0.012180406,10.0.0.9,172.10.1.23
0.012180439,10.0.0.5,172.10.1.59
0.012180439,10.0.0.14,172.10.1.59
0.0121805,10.1.0.100,172.10.1.30
0.0121805,10.1.0.77,172.10.1.30
0.0121805,10.0.0.7,172.10.1.30
0.012180574,10.0.0.10,172.30.1.65
0.012180617,10.0.0.10,172.10.1.55
0.012180712,10.0.0.5,172.10.1.25
0.012180715,10.0.0.14,172.10.1.22
0.012180715,10.1.0.76,172.10.1.22
0.012180721,10.0.0.12,172.10.1.21
0.012180721,10.0.0.14,172.10.1.21
0.012180742,10.0.0.13,172.10.1.27
0.012180742,10.0.0.6,172.10.1.27
0.012180744,10.0.0.11,172.10.1.54
0.012180744,10.0.0.14,172.10.1.54
0.012180796,10.0.0.6,172.10.1.53
0.012180866,10.1.0.100,172.10.1.32
0.012180883,10.0.0.8,172.10.1.75
0.012180883,10.0.0.13,172.10.1.75
0.012180919,10.0.0.10,172.10.1.24
0.012180919,10.0.0.6,172.10.1.24
0.012180919,10.1.0.100,172.10.1.24
0.012180919,10.0.0.12,172.10.1.24
0.012180919,10.0.0.11,172.10.1.24
0.012180941,10.1.0.76,172.10.1.31
0.012180944,10.0.0.5,172.20.1.102
0.012181027,10.0.0.10,172.10.1.56
0.012181027,10.0.0.11,172.10.1.56
0.01218105,10.0.0.9,172.20.1.112
0.012181064,10.0.0.7,172.10.1.12
0.012181066,10.0.0.12,172.10.1.89
0.012181066,10.0.0.7,172.10.1.89
0.012181086,10.0.0.9,172.30.2.111
0.012181095,10.0.0.13,172.10.1.39
0.012181143,10.0.0.6,172.10.1.50
0.012181194,10.1.0.75,172.10.1.26
0.012181215,10.0.0.9,172.10.1.33
0.012181271,10.0.0.13,172.20.2.132
0.012181306,10.0.0.7,172.30.1.22
0.012181323,10.0.0.10,172.10.1.84
0.012181323,10.0.0.8,172.10.1.84
0.012181323,10.0.0.13,172.10.1.84
0.012181408,10.0.0.8,172.10.1.35
0.012181484,10.1.0.75,172.10.1.51
0.012181489,10.0.0.7,172.10.1.96
0.012181524,10.0.0.13,172.10.1.36
0.012181524,10.1.0.76,172.10.1.36
0.012181585,10.0.0.9,172.10.1.82
0.012181633,10.1.0.76,172.10.1.34
0.012181734,10.0.0.12,172.10.1.37
0.01218174,10.0.0.12,172.10.1.81
0.012181881,10.0.0.10,172.10.1.88
0.012181881,10.1.0.77,172.10.1.88
0.012181881,10.1.0.76,172.10.1.88
0.012181881,10.1.0.100,172.10.1.88
0.012181997,10.0.0.5,172.20.2.97
0.012182018,10.0.0.8,172.10.1.91
0.012182179,10.0.0.12,172.10.1.46
0.012182179,10.0.0.7,172.10.1.46
0.012182198,10.0.0.8,172.10.1.90
0.012182198,10.0.0.14,172.10.1.90
0.012182198,10.0.0.10,172.10.1.90
0.012182198,10.0.0.11,172.10.1.90
0.012182252,10.0.0.13,172.20.2.75
0.012182286,10.1.0.76,172.10.1.93
0.012182286,10.1.0.100,172.10.1.93
0.012182286,10.0.0.6,172.10.1.93
0.01218236,10.0.0.13,172.10.1.97
0.01218236,10.0.0.5,172.10.1.97
0.012182388,10.0.0.8,172.10.1.86
0.012182417,10.0.0.14,172.10.1.95
0.012182417,10.1.0.75,172.10.1.95
0.012182417,10.0.0.11,172.10.1.85
0.012182417,10.0.0.12,172.10.1.85
0.012182693,10.0.0.11,172.30.1.159
0.012182693,10.0.0.9,172.20.2.142
0.012182861,10.0.0.7,172.10.1.98
0.012182861,10.1.0.100,172.10.1.98
0.012183135,10.0.0.10,172.10.2.19
0.012183941,10.0.0.14,172.30.1.46
0.012184815,10.0.0.14,172.20.1.195
0.012185649,10.0.0.8,172.20.2.24
0.012189002,10.0.0.11,172.10.1.173
0.012189002,10.0.0.7,172.10.1.173
0.012189818,10.0.0.13,172.10.1.176
0.012190041,10.1.0.76,172.10.1.102
0.012190196,10.0.0.11,172.10.1.135
0.012191152,10.0.0.11,172.10.1.126
0.012191404,10.0.0.14,172.10.1.104
0.012191529,10.0.0.10,172.10.1.182
0.012913795,10.0.0.8,172.10.1.141
0.012915346,10.1.0.100,172.10.1.124
0.012916771,10.0.0.5,172.10.1.136
0.015620883,10.0.0.14,172.10.1.102
0.01771498,10.0.0.13,172.20.1.5
0.01771498,10.0.0.7,172.20.1.5
0.01771498,10.0.0.14,172.20.1.5
0.017715555,10.0.0.12,172.20.1.29
0.017717759,10.0.0.8,172.20.2.56
0.017717854,10.0.0.5,172.20.1.25
0.017717856,10.0.0.12,172.20.1.6
0.017717856,10.0.0.6,172.20.1.6
0.017717856,10.0.0.13,172.20.1.6
0.017717865,10.0.0.12,172.10.2.85
0.017718367,10.0.0.10,172.10.2.59
0.017718385,10.0.0.13,172.10.2.52
0.017718599,10.0.0.9,172.10.2.82
0.017718696,10.0.0.14,172.20.2.62
0.017718906,10.0.0.13,172.10.2.81
0.01771909,10.0.0.13,172.10.2.86
0.017719511,10.0.0.6,172.10.2.54
0.017720009,10.0.0.7,172.20.1.1
0.017720879,10.0.0.10,172.10.2.58
0.017720981,10.0.0.14,172.10.2.108
0.017721193,10.0.0.5,172.20.1.19
0.017721243,10.0.0.12,172.20.2.103
0.017721459,10.0.0.6,172.30.2.94
0.017721715,10.0.0.8,172.20.1.9
0.017721715,10.0.0.11,172.20.1.9
0.017722096,10.0.0.11,172.20.2.69
0.017722096,10.0.0.8,172.20.2.69
0.017722273,10.0.0.14,172.20.2.81
0.017722337,10.0.0.6,172.20.1.24
0.0177227,10.0.0.7,172.10.2.50
0.017723264,10.0.0.11,172.20.2.121
0.01772332,10.0.0.11,172.20.2.110
0.017723736,10.0.0.5,172.10.1.18
0.01772392,10.0.0.10,172.30.2.74
0.01772392,10.0.0.13,172.30.2.74
0.017724023,10.0.0.7,172.10.2.28
0.017724024,10.0.0.7,172.20.1.20
0.017724024,10.0.0.9,172.20.1.20
0.017724073,10.0.0.8,172.20.1.106
0.0177246,10.1.0.75,172.10.1.15
0.01772462,10.0.0.12,172.20.2.51
